id,name,district
2421,Porloq yulduzi mahallasi,60
2422,Istiqlol mahallasi,60
2423,Namuna mahallasi,60
2424,Nurli diyor mahallasi,60
2425,Boymoqli mahallasi,60
2426,Qorayontoq mahallasi,60
2427,Mexnat roxat mahallasi,60
2428,Polvonlar yurti mahallasi,60
2429,Bobur mahallasi,60
2430,Yoshlik mahallasi,60
2431,Kunchiqish mahallasi,60
2432,Qushtepa mahallasi,60
2433,Paxtaobod mahallasi,60
2434,Janub ?al?onlari,60
2435,Korabura mahallasi,60
2436,Paxtazavod mahallasi,60
2437,Mehnatobod mahallasi,60
2438,Jinjaktepa mahallasi,60
2439,A.Navoiy mahallasi,60
2440,Guliston mahallasi,60
2441,Ismoil tepa mahallasi,60
2442,Yangiobod,60
2443,Xalqobod,60
2444,Uzumzor,60
2445,Navro‘z mahallasi,60
2446,Yangi turmush mahallasi,60
2447,Eski qishloq mahallasi,60
2448,Yangiqishloq mahallasi,60
2449,Qumqishloq mahallasi,60
2450,Soqchi,60
2451,Besh bulok mahallasi,60
2452,Jarqo‘rg‘on minorasi mahallasi,60
2453,Gur-gur mahallasi,60
2454,Obod-guzar mahallasi,60
2455,Qo‘ldovli mahallasi,60
2456,Qorayog‘och mahallasi,60
2457,Bobotog‘,60
2458,Oftobqo‘rg‘on,60
2459,Surxon-sohili,60
2460,O‘rikli,60
2461,O‘zbekiston mahallasi,60
2462,Xo‘jaqishloq mahallasi,60
2463,Ulug‘bek mahallasi,60
2464,Do‘stlik mahallasi,60
2465,Yangiobod,61
2466,Oqjar,61
2467,Yangi hayot,61
2468,Gilambob,61
2469,Bog‘bonlar yurti,61
2470,Takiya mahallasi,61
2471,Istara,61
2472,Buyuk kelajak,61
2473,Gulzor,61
2474,Istiqlol,61
2475,Yangi turmush,61
2476,Zarbdor,61
2477,Gulobod,61
2478,Xomkon,61
2479,Qishloqozon,61
2480,Xalqobod,61
2481,Rabotak,61
2482,Shodlik mahallasi,61
2483,Tinchlik mahallasi,61
2484,Bog‘iston,61
2485,Qorasuv mahallasi,61
2486,Yangkent,61
2487,Zarabod mahallasi,61
2488,Zartepa mahallasi,61
2489,Yetimqum,61
2490,Yakkaterak,61
2491,Kunchiqish mahallasi,61
2492,Karmaki,61
2493,Mustaqillik,61
2494,Navro‘z,61
2495,Do‘stlik mahallasi,61
2496,Jiydali mahallasi,62
2497,Ulug‘bek mahallasi,62
2498,Cho‘kirli mahallasi,62
2499,Nurli diyor,62
2500,Hunarmandlar,62
2501,Halaki,62
2502,Kattako‘l,62
2503,To‘da,62
2504,Arslonboyli,62
2505,Do‘stlik,62
2506,Achamoyli,62
2507,Bobotog,62
2508,Boymoqli,62
2509,Bobolochin,62
2510,Guliston,62
2511,Istiqlol,62
2512,Arpapoya,62
2513,Imomtepa mahallasi,62
2514,Davlatsoy,62
2515,Gultepa,62
2516,Joziba mahallasi,62
2517,Ariqoshgan mahallasi,62
2518,Islomobod mahallasi,62
2519,Jarqishloq,62
2520,Azlarsoy mahallasi,62
2521,Yangi qishloq,62
2522,Neftchi,62
2523,Yuksalish mahallasi,62
2524,Xalqobod,62
2525,Yangi avlod,62
2526,Elobod,62
2527,Hurriyat,62
2528,Munchoqtepa,62
2529,Mustaqillik,62
2530,Paxtaobod,62
2531,Uyas,62
2532,Qarsoqli mahallasi,62
2533,Surxon sohili mahallasi,62
2534,Umid nihollari mahallasi,62
2535,Sherozi,62
2536,Mehrobod,62
2537,Tayfang,62
2538,Oqtom mahallasi,62
2539,Pastxam mahallasi,62
2540,Yangi xayot,62
2541,Yangi shahar mahallasi,62
2542,Yangiobod,62
2543,Tebat mahallasi,62
2544,Navbaxor mahallasi,62
2545,Saxovot mahallasi,62
2546,Beshqahramon mahallasi,62
2547,Ko‘ganli mahallasi,62
2548,Yangiyer,62
2549,G‘alaba,62
2550,Bo‘ston,62
2551,Xo‘jaqishloq,62
2552,Jaloyir,62
2553,To‘g‘on mahallasi,62
2554,Xo‘jamulki,62
2555,O‘zbekiston 5-yilligi,62
2556,Bog‘ora mahallasi,62
2557,Nurli hayot mahallasi,63
2558,Mustaqillik,63
2559,Fidokor mahallasi,63
2560,Dehqonobod mahallasi,63
2561,Duoba mahallasi,63
2562,Obod turmush mahallasi,63
2563,Shaffof,63
2564,Gulobod,63
2565,Bodomzor,63
2566,Guliston,63
2567,Mehnatobod,63
2568,Alpomish,63
2569,Chegarachi,63
2570,Fayziobod,63
2571,Tong yulduzi mahallasi,63
2572,Sopollitepa mahallasi,63
2573,Oriyat mahallasi,63
2574,Moxiyat mahallasi,63
2575,Mehrigiyoh,63
2576,Olmazor,63
2577,Anorzor mahallasi,63
2578,Muzrabot darvoza,63
2579,Obi hayot mahallasi,63
2580,Yakkatol,63
2581,Yangi xayot,63
2582,Yangi diyor,63
2583,Yurtim jamoli,63
2584,Yo‘lchi mahallasi,63
2585,Darband,63
2586,Madaniyat,63
2587,Navro‘z mahallasi,63
2588,Buyuk ipak yo‘li,63
2589,Halq yo‘li,63
2590,Do‘stlik,63
2591,Bog‘i eram mahallasi,63
2592,At-Termiziy,63
2593,Yangiyer,63
2594,Vaxshivor 2 mahallasi,64
2595,Madaniyat mahallasi,64
2596,Mustaqillik 10-yilligi,64
2597,Ekraz mahallasi,64
2598,Qurama-1 mahallasi,64
2599,Bibizaynab mahallasi,64
2600,Jiyanbobo,64
2601,Oqarbuloq,64
2602,Jilibuloq,64
2603,Yangiariq,64
2604,Qiziltepa,64
2605,Barkamol avlod,64
2606,Besh bola pahlavon,64
2607,Mingchinor,64
2608,Xalqobod mahallasi,64
2609,Obod turmush mahallasi,64
2610,Guliston mahallasi,64
2611,Jobu mahallasi,64
2612,Qoratepa mahallasi,64
2613,Qumpaykal mahallasi,64
2614,Ovchi mahallasi,64
2615,Obshir mahallasi,64
2616,Xayrandara mahallasi,64
2617,Chinor mahallasi,64
2618,Gulobod mahallasi,64
2619,Gulchechak mahallasi,64
2620,Qorliq mahallasi,64
2621,Sayrak mahallasi,64
2622,Yakka tut mahallasi,64
2623,Xidirsho mahallasi,64
2624,Zardaqul mahallasi,64
2625,Shoxcha mahallasi,64
2626,Paxlavon mahallasi,64
2627,Shakarqamish mahallasi,64
2628,Marmin mahallasi,64
2629,Jobu 1 mahallasi,64
2630,Karsagan mahallasi,64
2631,Navro‘z mahallasi,64
2632,Mirshodi mahallasi,64
2633,Yangi qurilish mahallasi,64
2634,Chep mahallasi,64
2635,Botosh mahallasi,64
2636,Soxibkor MFY,64
2637,Ipoq mahallasi,64
2638,Vaxshivor 1 mahallasi,64
2639,Olmazor mahallasi,64
2640,Bo‘ston,64
2641,A.Bo‘tayev mahallasi,64
2642,Xo‘jayipok mahallasi,64
2643,Tog‘ay Murod mahallasi,64
2644,Dug‘aba mahallasi,64
2645,Qo‘sh archa mahallasi,64
2646,Mo‘minqul mahallasi,64
2647,To‘xtamish mahallasi,64
2648,Shoxjaxon,65
2649,Bog‘iston,65
2650,Nurobod,65
2651,Chilonzor,65
2652,Bo‘yrapo‘sh,65
2653,Xufar,65
2654,S.Sheroziy mahallasi,65
2655,Kelajak sari,65
2656,Afrosyob,65
2657,Billur,65
2658,Anorzor,65
2659,Bogi obod,65
2660,A.Navoiy mahallasi,65
2661,Neloba,65
2662,Turmushobod,65
2663,Gulobod,65
2664,Sharofobod,65
2665,Shabnam,65
2666,Chosh,65
2667,Xurshid,65
2668,Lutfikor,65
2669,Tortuli,65
2670,Daragiston,65
2671,Sharaq yulduzi,65
2672,Hamkorlik,65
2673,Nodirabegim,65
2674,Sangardak,65
2675,Diydor,65
2676,Karsh,65
2677,Jannatmakon,65
2678,Terakzor,65
2679,Sarijar,65
2680,Galabutta mahallasi,65
2681,Marjona,65
2682,Xulkar,65
2683,Boysunobod,65
2684,Feruz mahallasi,65
2685,Konchilar,65
2686,Niholzor,65
2687,Nurbuloq,65
2688,Mexrshavqat,65
2689,Nilu,65
2690,Subxidam,65
2691,Madankon,65
2692,Lochin,65
2693,Xalqobod,65
2694,Maland,65
2695,Xonjiza,65
2696,Extirom,65
2697,Yangihayot,65
2698,Shirin,65
2699,Shohqishloq,65
2700,Sebzor,65
2701,Bog‘i shirin,65
2702,Shaxriobod,65
2703,Aeroport mahallasi,65
2704,Yoqutli bog‘,65
2705,Do‘stlik,65
2706,Bog‘i shamol,65
2707,M.Ulug‘bek mahallasi,65
2708,Bog‘isamarqand,65
2709,Bunyodkor,66
2710,Kelajak,66
2711,Ayritom,66
2712,Istiqlol,66
2713,Qoraxon,66
2714,Amir Temur mahallasi,66
2715,Quyoshli yurt mahallasi,66
2716,Qaxramon mahallasi,66
2717,Nurafshon,66
2718,Uchqizil,66
2719,Xalqobod,66
2720,Soliobod,66
2721,Yangi yer,66
2722,Sh.Rashidov,66
2723,Orol,66
2724,M. Eshtemirov mahallasi,66
2725,Mustaqillik mahallasi,66
2726,Yangiobod mahallasi,66
2727,Termiz mahallasi,66
2728,Namuna mahallasi,66
2729,Do‘stlik mahallasi,66
2730,Guliston mahallasi,66
2731,Yangihayot,66
2732,Gulbahor,66
2733,Sabzipoya,66
2734,Nurli Diyor mahallasi,66
2735,Navro‘z,66
2736,Jo‘yjangal,66
2737,Qo‘ng‘irot,66
2738,At-Termiziy mahallasi,66
2739,Shifokor,67
2740,Gulira’no,67
2741,Namuna,67
2742,Majnuntol,67
2743,Bo‘ston,67
2744,A.Avloniy,67
2745,Shodlik,67
2746,Farhod,67
2747,Guliston,67
2748,Alpomish,67
2749,A.Jomiy,67
2750,Mehrobod,67
2751,Eski shahar,67
2752,Juyjangal,67
2753,Baynalminal,67
2754,Ma’rifat,67
2755,Surxon-soxili mahallasi,67
2756,Amu sohillari,67
2757,Manguzar,67
2758,Tinchlik,67
2759,Turon,67
2760,A.Navoiy,67
2761,Kattabog‘,67
2762,Kokildor-ota,67
2763,Pattakesar,67
2764,Chegara,67
2765,Saxovat,67
2766,Jayhun,67
2767,Yulduz,67
2768,Nurli kelajak,67
2769,Tuproqqo‘rg‘on,67
2770,Bog‘ishamol,67
2771,Temir yo‘lchi,67
2772,O‘zbekiston,67
2773,Navro‘z mahallasi,67
2774,Do‘stlik,67
2775,Bog‘zor,67
2776,Bahoriston,68
2777,O‘zbekiston,68
2778,Chinor mahallasi,68
2779,Yangi yo‘l,68
2780,Uzunqishloq mahallasi,68
2781,Dug‘ob,68
2782,Ittifoq,68
2783,Yoshlik,68
2784,Dehqon,68
2785,Zarkamar,68
2786,Guliston,68
2787,Mehnat mahallasi,68
2788,Jiydabulo?,68
2789,Madaniy Turmush mahallasi,68
2790,Yangi hayot mahallasi,68
2791,Mustaqillik,68
2792,Fayzova,68
2793,Tomchi,68
2794,Surxon,68
2795,Oqmachit,68
2796,Serharakat,68
2797,Xursand,68
2798,Obizarang,68
2799,Erkinlik mahallasi,68
2800,Paxlovon,68
2801,Nurli kelajak,68
2802,Chaqar,68
2803,Yangi shahar,68
2804,Yangiobod,68
2805,Obod yurt mahallasi,68
2806,Xatib Qahramon mahallasi,68
2807,Nurafshon MFY,68
2808,Fayzobod mahallasi,68
2809,Yangi ro‘zg‘or,68
2810,Istiqlol,68
2811,Kichik Jonchekka mahallasi,68
2812,Saxovat,68
2813,Yangi kuch mahallasi,68
2814,Navro‘z,68
2815,Qarashiq,68
2816,Beshkapa,68
2817,Oqostona,68
2818,Malandiyon,68
2819,Tojikobod,68
2820,Mustaqillikning 22-yilligi,68
2821,O‘lanqul mahallasi,68
2822,Tolto‘g‘ay,68
2823,Xo‘jaqulsin,68
2824,Bobotog‘,68
2825,O‘rmonchi mahallasi,68
2826,Do‘stlik mahallasi,68
2827,Kattabog‘ MFY,69
2828,Navbur,69
2829,Oyinli,69
2830,Dehqonariq,69
2831,Guliston,69
2832,Boybuloq,69
2833,Galaguzar,69
2834,Gulchinor (Chinobod) MFY,69
2835,Balxiguzar mahallasi,69
2836,Mexrobod MFY,69
2837,Nurtepa MFY,69
2838,Oltinvoha,69
2839,Katta xayot MFY,69
2840,Majnuntol (Kilkon) MFY,69
2841,Qulluqsho MFY,69
2842,Yoshlik MFY,69
2843,Oqtepa MFY,69
2844,Boyqishloq MFY,69
2845,Qishloqbozor MFY,69
2846,Baxor MFY,69
2847,Qizil olma MFY,69
2848,Mehnatobod MFY,69
2849,Istiqbol MFY,69
2850,Vandob (Jamoatchi) mahallasi,69
2851,Hakimobod,69
2852,Sherobod MFY,69
2853,Taroqli MFY,69
2854,Poshxurt MFY,69
2855,Uzunsoy (Laylagon) MFY,69
2856,Cho‘yinchi MFY,69
2857,G‘o‘rin Gilambob MFY,69
2858,Xo‘jgi MFY,69
2859,Uch yog‘och MFY,69
2860,Xo‘jaqiya-1 MFY,69
2861,Qorabog‘,69
2862,Xo‘jaqiya-2,69
2863,Zarabog‘ MFY,69
2864,Chuqurko‘l MFY,69
2865,Bog‘iobod,69
2866,G‘urjak 1 MFY,69
2867,Chorbog‘ MFY,69
2868,Buyuk ipak yo‘li MFY,69
2869,Qo‘rg‘on MFY,69
2870,G‘urjak-2 MFY,69
2871,Cho‘mishli MFY,69
2872,Do‘stlik MFY,69
2873,G‘ambur MFY,69
2874,Chag‘atoy MFY,69
2875,Zarbdor mahallasi,70
2876,Bobur mahallasi,70
2877,Guliston mahallasi,70
2878,Tamaddun mahallasi,70
2879,Do‘stlik mahallasi,70
2880,Xayrabod MFY,70
2881,Egarchi,70
2882,Saksonkapa mahallasi,70
2883,Oftobmakon mahallasi,70
2884,Obodon,70
2885,Tamshush,70
2886,Navoiy,70
2887,Baxshtepa,70
2888,Joyilma,70
2889,Xurlik,70
2890,Kushon,70
2891,Xushchekka,70
2892,Kakan,70
2893,Ozod,70
2894,Laylakxona,70
2895,Qoraariq,70
2896,Olatemir mahallasi,70
2897,Katta Savur mahallasi,70
2898,Yangiariq,70
2899,Savurtepa MFY,70
2900,Sovjironbobo mahallasi,70
2901,Bunyodkor mahallasi,70
2902,Tolli mahallasi,70
2903,Yalti mahallasi,70
2904,Buston mahallasi,70
2905,Jarqishloq mahallasi,70
2906,Shaldiroq mahallasi,70
2907,Ezgullik MFY,70
2908,Oqkamar mahallasi,70
2909,Qoqaydi mahallasi,70
2910,Konobod mahallasi,70
2911,Oliyhimmat mahallasi,70
2912,Oqtumshuq,70
2913,Elbayon mahallasi,70
2914,Ibn-Sino mahallasi,70
2915,Ko‘klam mahallasi,70
2916,To‘la mahallasi,70
2917,Navro‘z mahallasi,70
2918,Oynako‘l mahallasi,70
2919,Bobotog‘ mahallasi,70
2920,G‘amaqo‘rg‘on MFY,70
2921,Qo‘shtegirmon,70
2922,Baxshtepa-1 mahallasi,70
2923,Shakarko‘l,70
2924,Oqqo‘rg‘on MFY,70
2925,Yakkabog‘ mahallasi,70
2926,Go‘zallik mahallasi,70
2927,Yoshg‘ayrat mahallasi,70
2928,Mingterak,71
2929,Yangi Zamin,71
2930,Axsikent,71
2931,Istiqbol,71
2932,Boborahim Mashrab,71
2933,Sixatgoh,71
2934,Furqat,71
2935,Kelajak tongi,71
2936,Ma’naviyat,71
2937,Abu Rayhon Beruniy,71
2938,Guliston,71
2939,Mehnatobod,71
2940,Soxil,71
2941,Chamanzor,71
2942,Atangan guzar,71
2943,Ishonch,71
2944,Mingchinor,71
2945,Oromgox,71
2946,Tinchlik,71
2947,Yoshlik,71
2948,Bunyodkor,71
2949,Sherbuloq,71
2950,Saxovat,71
2951,Go‘zal,71
2952,Mustaqillikning 5-yilligi,71
2953,Obod,72
2954,Sardoba,72
2955,Sharshara,72
2956,Objuvoz,72
2957,Bahor,72
2958,Barkamol avlod,72
2959,Yangi yo‘l,72
2960,Quvonch,72
2961,Baynalminal,72
2962,Diyor,72
2963,Ibrat,72
2964,Kurashxona,72
2965,Dashtbog‘,72
2966,Qadamjo,72
2967,Zarbdor,72
2968,Ziyokor,72
2969,Gulbog‘,72
2970,Alpomish,72
2971,Dambog‘,72
2972,Ilg‘or,72
2973,G‘uncha,72
2974,G‘isht ko‘prik,72
2975,Marg‘ilon,72
2976,Zarafshon,72
2977,Guzar,72
2978,Zarkent,72
2979,Iftixor,72
2980,Amir Temur,72
2981,Yangi hayot,72
2982,Bo‘ston,72
2983,Olvalizor,72
2984,Madaniy,72
2985,Madaniy Maorif,72
2986,Yangi qurilish,72
2987,Chinor,72
2988,Sumalak Guzari,72
2989,Ravnaq,72
2990,Nurafshon,72
2991,Oltitosh,72
2992,Sanoat,72
2993,Osuda,72
2994,Chaman,72
2995,Obihayot,72
2996,Oydinko‘l,72
2997,Lola,72
2998,Taraqqiyot,72
2999,Yangi obod,72
3000,Ozod,72
3001,Shodlik,72
3002,Mehribonlik,72
3003,Haqiqat,72
3004,Yakkasada,72
3005,Sharq tongi,72
3006,Yakkatut,72
3007,Uchqun,72
3008,Yangi asr,72
3009,Ma’rifat,72
3010,Boburshox,72
3011,Majnuntol,72
3012,Farovon,72
3013,Chorsu,72
3014,Sohibkor,72
3015,Tegirmonboshi mahallasi,73
3016,Momoxon mahallasi,73
3017,Qizilqum mahallasi,73
3018,Qozoqovul mahallasi,73
3019,Serxarakat mahallasi,73
3020,Chordona mahallasi,73
3021,Alami mahallasi,73
3022,Farovon mahallasi,73
3023,Kichik Jomashuy MFY,73
3024,Qiriqchek mahallasi,73
3025,Mustaqillik mahallasi,73
3026,Oybek mahallasi,73
3027,Yoshlik mahallasi,73
3028,Mulkobod mahallasi,73
3029,Guliston mahallasi,73
3030,Beshserka mahallasi,73
3031,Madaniyat mahallasi,73
3032,Qorashahar mahallasi,73
3033,Ingichka mahallasi,73
3034,Yakkatol mahallasi,73
3035,Paxtakor mahallasi,73
3036,Mehnatobod mahallasi,73
3037,Qolgandaryo mahallasi,73
3038,Qo‘riqobod mahallasi,73
3039,Tollik MFY,73
3040,Xayitobod MFY,73
3041,Baland Gurtepa mahallasi,73
3042,Madiyarovul MFY,73
3043,Nayman mahallasi,73
3044,Birlashgan mahallasi,73
3045,Bozorboshi mahallasi,73
3046,O‘zgarish mahallasi,73
3047,Uyirchi-Damko‘l MFY,73
3048,Qayrag‘ochovul mahallasi,73
3049,Qo‘shqishloq,73
3050,Damko‘l mahallasi,73
3051,To‘psada mahallasi,73
3052,Yangi Gulbog‘,73
3053,O‘rtaqishloq mahallasi,73
3054,Qo‘g‘oliko‘l mahallasi,73
3055,Mustaqillik,74
3056,Qandig‘on,74
3057,Navro‘z,74
3058,Ipak yo‘li,74
3059,Nayman,74
3060,X.Olimjon,74
3061,Chortoq,74
3062,Xazrati bob,74
3063,Maftunkor mahallasi,74
3064,A.Navoiy,74
3065,Navbahor,74
3066,Iskovut mahallasi,74
3067,Kenagas,74
3068,Orom MFY,74
3069,Ittifoq,74
3070,Birlashgan,74
3071,Pop mahallasi,74
3072,Kelachi,74
3073,A.Qaxxor,74
3074,Bodomzor,74
3075,Iftixor,74
3076,Obod,74
3077,Olmazor,74
3078,Paxtakor,74
3079,Vodiy,74
3080,Guzar,74
3081,Istiqbol,74
3082,Muqimiy,74
3083,Nurobod,74
3084,Obihayot,74
3085,Ozod,74
3086,Oybek,74
3087,Pillakash,74
3088,Pilol,74
3089,Boyon,74
3090,Bunyodkor,74
3091,Imon ota,74
3092,Istiqlol,74
3093,Maydon,74
3094,Madaniyat,74
3095,G‘urumsaroy,74
3096,Tinchlik,74
3097,Tuman,74
3098,Yakkatut,74
3099,Yuksalish,74
3100,Sohibkor,74
3101,Ultarma,74
3102,Uch uyli,74
3103,Chinor,74
3104,Yangiobod,74
3105,Chodak boshi,74
3106,Chorkesar,74
3107,Yuqori chodak boshi,74
3108,Bog‘,74
3109,Mirishkor,74
3110,Anxor,74
3111,Guliston,74
3112,Yangi Xo‘jaobod mahallasi,74
3113,Yangichek,74
3114,Yuqori Xonobod,74
3115,Temir yo‘l,74
3116,Tepaqo‘rg‘on,74
3117,O‘rta Xonobod,74
3118,Toshqo‘rg‘on,74
3119,Xo‘jaobod mahallasi,74
3120,Qo‘shminor,74
3121,Bog‘ ko‘cha,74
3122,Marg‘izor,74
3123,Uyg‘ur,74
3124,Yangi to‘da,74
3125,O‘rta Marg‘izor,74
3126,Eski to‘da,74
3127,Chig‘anoq,74
3128,Bog‘ishamol,74
3129,Qo‘shtepa,74
3130,Yangiyer,74
3131,Uyg‘ursoy,74
3132,S.Raximov MFY,75
3133,Uzbekiston MFY,75
3134,Navoiy nomli,75
3135,Norinkapa,75
3136,Kemaboshi,75
3137,Buz ulmas MFY,75
3138,Buston MFY,75
3139,Zarbdor MFY,75
3140,Kurama MFY,75
3141,Kuyultepa MFY,75
3142,Mirsultonchek MFY,75
3143,Buritepa MFY,75
3144,Kiziltov MFY,75
3145,Otbozor MFY,75
3146,Istiklol MFY,75
3147,Korateri MFY,75
3148,Dumar MFY,75
3149,Kozokovul MFY,75
3150,Naymanobod MFY,75
3151,Bobur MFY,75
3152,Boyovul MFY,75
3153,Yettikashka MFY,75
3154,Kurgoncha MFY,75
3155,Furkat MFY,75
3156,Yashik,75
3157,Mustakillikning 20-yilligi MFY,75
3158,Qo‘shariq,75
3159,Polvonkul MFY,75
3160,Tegirmonboshi MFY,75
3161,Shurarik MFY,75
3162,Xujakurgoncha MFY,75
3163,Yukori chuja MFY,75
3164,Tuda MFY,75
3165,Changitma MFY,75
3166,Rovot MFY,75
3167,Sirmok MFY,75
3168,Yangi tong MFY,75
3169,Xujaobod MFY,75
3170,Tulkin MFY,75
3171,Suzakovul MFY,75
3172,Shoxidon MFY,75
3173,Xajintoli MFY,75
3174,Uchtepa MFY,75
3175,Soy buyi MFY,75
3176,Katta-Oktovlik MFY,75
3177,Margizor MFY,75
3178,Pastki Chuja MFY,75
3179,Yangi fargona MFY,75
3180,Do‘stlik,75
3181,Kushchek MFY,75
3182,Yaydok MFY,75
3183,Toshlok MFY,75
3184,Toshkin MFY,75
3185,Kukmozor MFY,75
3186,Shoxidmozor MFY,75
3187,Katta-Yaydok MFY,75
3188,Katta-ulmas MFY,75
3189,Qashqarguzar,76
3190,Ch.Qo‘prik,76
3191,Temirqishloq,76
3192,Buramatut,76
3193,Isvaxon,76
3194,Yettikon,76
3195,Istiqlol,76
3196,Xo‘jand,76
3197,Sharq,76
3198,Toshkent,76
3199,Yu.Mug‘ultoy,76
3200,Olchin,76
3201,Turkiston,76
3202,Parosmon,76
3203,Baxt,76
3204,Ozod,76
3205,Dasht,76
3206,Bekobod,76
3207,Kumidon,76
3208,Birlashgan,76
3209,Obodon,76
3210,Guliston,76
3211,Majnuntol,76
3212,Dukat,76
3213,Oqtosh,76
3214,Bozorboshi,76
3215,Yortepa,76
3216,Beruniy,76
3217,Qodirobod,76
3218,Kujron,76
3219,Langarbobo,76
3220,Yer Masjid mfy,76
3221,Axsi,76
3222,Obod mfy,76
3223,Kuymazor,76
3224,Gulqishloq,76
3225,Ibrat,76
3226,Yangiobod,76
3227,Yakkatom,76
3228,Uzumzor,76
3229,Porloq,76
3230,Shovon,76
3231,H.Olimjon,76
3232,Yangi xayot,76
3233,Past Naymancha,76
3234,Sohilobod,76
3235,Fayziobod,76
3236,Shoxidon,76
3237,Soxibkor,76
3238,Saroy,76
3239,Toshloq,76
3240,Tepa Naymancha,76
3241,Kalvak,76
3242,Zarbdor,76
3243,Yelxon mfy,76
3244,Qo‘shqayrag‘och,76
3245,Katta-qurama,76
3246,O‘rta qishloq,76
3247,Mozorko‘xna,76
3248,Chorbog‘,76
3249,Bog‘ishamol,76
3250,Kichik Qo‘rg‘oncha,76
3251,Katta Qo‘rg‘oncha,76
3252,Yortepa ko‘cha,76
3253,O‘rda,76
3254,O‘zbekiston,76
3255,Qatag‘on,76
3256,Bordimko‘l,76
3257,Ziyokor,77
3258,Pastguzar,77
3259,Mustaqillik,77
3260,Mashad,77
3261,Bog‘ ko‘cha,77
3262,Dehqonobod,77
3263,Beruniy,77
3264,Keskanyor,77
3265,Qahramon,77
3266,Yangixayot,77
3267,Churtuq,77
3268,Gulbog‘,77
3269,Daxyakota,77
3270,Gulzor,77
3271,Balandariq,77
3272,Umid,77
3273,Ittifoq,77
3274,Qo‘rg‘oncha,77
3275,Dehqon,77
3276,Qumtepa,77
3277,G‘ayrat,77
3278,Jiydakapa,77
3279,Shaftoli,77
3280,Axsi,77
3281,Oqtosh,77
3282,Toshloq,77
3283,Guliston,77
3284,Yangichek,77
3285,Xo‘jaobod,77
3286,Muborak,77
3287,Boyag‘on,77
3288,Navoiy,77
3289,Tepasaroy,77
3290,Mirzarovot,77
3291,Obod,77
3292,Olmurut,77
3293,Ovchibuloq,77
3294,Quvurboshi,77
3295,Mevazor,77
3296,Yorkatay,77
3297,Gumbaz,77
3298,Istiqlol,77
3299,Qashqar,77
3300,Soku,77
3301,Islomobod,77
3302,Ezgulik,77
3303,Fayziobod,77
3304,Xojiobod,77
3305,Xizirobod,77
3306,Shifokor,77
3307,Hurriyat,77
3308,Bog‘,77
3309,Bo‘ston,77
3310,Yangiyer,77
3311,O‘nhayot,77
3312,Do‘stlik,77
3313,Soy,78
3314,Nurafshon,78
3315,Zangobod,78
3316,Yangiobod,78
3317,Bog‘,78
3318,Uzunko‘cha,78
3319,Bog‘iston,78
3320,Oromgox,78
3321,Oqterak,78
3322,Komillik,78
3323,Istiqlol,78
3324,Yuksalish,78
3325,Mustaqillik,78
3326,Chorsu,78
3327,Obod diyor,78
3328,Zafar Diyor,78
3329,To‘pqayrag‘och,78
3330,Chig‘atoy,78
3331,Bag‘rikenglik,78
3332,Beshtol,78
3333,Dildosh,78
3334,Laskidon,78
3335,Iftixor,78
3336,Baynalmilal,78
3337,Navbahor,78
3338,Guldirov,78
3339,Namangan,78
3340,Xayirli,78
3341,Bozorboshi,78
3342,Bodomzor,78
3343,Tinchlik,78
3344,Sohibkor,78
3345,Gulshan,78
3346,Keskanyor,78
3347,Saroy,78
3348,Damariq,78
3349,Hazratishox,78
3350,Sarkor,78
3351,Qoramurt,78
3352,A.Navoiy,78
3353,Beshkapa,78
3354,Tengdosh,78
3355,Oykiron,78
3356,Dexqonobod,78
3357,Alixon,78
3358,Turkiston,78
3359,Navro‘z,78
3360,Arbag‘ish,78
3361,Baliqko‘l,78
3362,Soz-Soy,78
3363,O‘zbekiston,78
3364,O‘rikzor,78
3365,Qorabog‘,78
3366,Do‘stlik,78
3367,Bo‘lon,78
3368,To‘riq,78
3369,Ora-ariq,78
3370,Birlik (SHAXAR),79
3371,Varzigon,79
3372,Laylakuya,79
3373,Baliqchi,79
3374,Baymoq,79
3375,Bibiona,79
3376,Toymasobod,79
3377,Shuvar,79
3378,Pansada,79
3379,Chust gulzori,79
3380,Qorakapa,79
3381,Bozorboshi,79
3382,Yutmos,79
3383,Toymas,79
3384,Yuqori Karnon,79
3385,Shoyon,79
3386,Maydon,79
3387,Pilol,79
3388,Yuqori,79
3389,Istiqlol,79
3390,Sarimsoqtepa,79
3391,Yakkabuloq,79
3392,Dexqonobod,79
3393,Dam,79
3394,Serob,79
3395,Rezaksoy,79
3396,Buloqboshi,79
3397,Zvutqand,79
3398,Munchoqtepa,79
3399,Yangiobod,79
3400,Mehnatobod,79
3401,Bofanda,79
3402,Yorqishloq,79
3403,Guzar,79
3404,Guliston,79
3405,Quyi Karnon,79
3406,Qayirma,79
3407,Sadacha,79
3408,Sabzazor,79
3409,Navbahor,79
3410,Bolo,79
3411,Yangichak,79
3412,Yangihayot,79
3413,Tinchlik,79
3414,Og‘asaroy,79
3415,Zarafshon,79
3416,Sherbilak,79
3417,Yangiyer,79
3418,Xisorak,79
3419,Kamarsada,79
3420,Mustaqillik,79
3421,Ko‘cha,79
3422,Yangi Bog‘ishamol,79
3423,Mashxad,79
3424,Qiziltepa,79
3425,Birlik (Olmos),79
3426,Toshqo‘rg‘on,79
3427,Bog‘ormos,79
