id,name,district
995,Qoraqo‘ng‘irot,31
996,Do‘stlik,31
997,Ayronchi,32
998,Nurafshon,32
999,Navnihol,32
1000,Arabxona,32
1001,Araliq,32
1002,Guliston,32
1003,Etak,32
1004,Mulali,32
1005,Surxon,32
1006,Darcha,32
1007,Uyrot,32
1008,Chiroqchi,32
1009,Gala,32
1010,Nartibaland,32
1011,Kozoqli,32
1012,Regzor,32
1013,Xaklkobod,32
1014,Beshqutan,32
1015,Navruz,32
1016,Ushoqtepa,32
1017,Navbaxor,32
1018,Gulobod,32
1019,Maydayobu,32
1020,Taraqqiyot,32
1021,Yuqori Maydayobu,32
1022,Yangiobod,32
1023,Yakkasaroy,32
1024,Yuqori Mudin,32
1025,Yuqori Obron,32
1026,Xujakuduk,32
1027,O‘rta Obron,32
1028,Esaboy,32
1029,Pistali,32
1030,Farovon,32
1031,Alachabob,32
1032,Zamin,32
1033,Pudina,32
1034,Nardichuqur,32
1035,Boyterak,32
1036,Birdamlik,32
1037,Jizzalik,32
1038,Tinchlik,32
1039,Sherbek,32
1040,Koson,32
1041,Xalima,32
1042,Yuqori Arabxona MFY,32
1043,Quyi Obron,32
1044,Raximso‘fi,32
1045,Istiqlol,32
1046,Mudin,32
1047,Ravot,32
1048,Saripul,32
1049,Chorbog‘,32
1050,Istikbol,32
1051,Shirinobod,32
1052,Bunyodkor,32
1053,Mustaqillik,32
1054,Qorabayir,32
1055,Yuksalish,32
1056,Lolazor,32
1057,Obod,32
1058,Nekuz,32
1059,Shirintepa,32
1060,Nihol MFY,32
1061,Paxtazor,32
1062,Mug‘jagul,32
1063,Kuybog,32
1064,Mesit,32
1065,Gulbog MFY,32
1066,Bog‘ishamol,32
1067,Toshko‘prik,32
1068,Kung‘irtoq,32
1069,Boyg‘undi,32
1070,Do‘stlik,32
1071,Mash’al,32
1072,Samarqand,33
1073,Navbaxor,33
1074,Yangiobod,33
1075,Anorzor,33
1076,Baxor,33
1077,Kuxsor,33
1078,Nurafshon,33
1079,Oyoqchi,33
1080,Denov,33
1081,Oq suv,33
1082,Paxtaobod,33
1083,Bashir,33
1084,Zarafshon,33
1085,Qashqadaryo,33
1086,Qorabuloq,33
1087,Palandara,33
1088,Panji,33
1089,Qushdaryo,33
1090,Sariosiyo,33
1091,Guliston,33
1092,Varganza,33
1093,Sevaz,33
1094,Katlos,33
1095,Yangizamon,33
1096,Iskana,33
1097,Surum mahallasi,33
1098,Istiqbol,33
1099,Saroy,33
1100,Xujailmkoni,33
1101,Obikanda,33
1102,Yakkatut,33
1103,Obod,33
1104,Tupchok,33
1105,Qaynar,33
1106,Mustaqillik,33
1107,Sanam,33
1108,Charmgar,33
1109,Tevaboshi,33
1110,Buston,33
1111,Soxibkor,33
1112,Beshariq,33
1113,Bektemir,33
1114,Hamid Olimjon,33
1115,Makrid,33
1116,Toshkent,33
1117,Sharq Yulduzi,33
1118,Beshterak mahallasi,33
1119,Birlik mahallasi,33
1120,Alaquyliq,33
1121,Parchakent,33
1122,Navro‘z,33
1123,Jilisuv,33
1124,Ali qushchi mahallasi,33
1125,Xoji mahallasi,33
1126,Shurobsoy,33
1127,Bog‘i-baland,33
1128,Xalqlar Do‘stligi,33
1129,Yu?or arabxona ,33
1130,Ulug‘bek mahallasi,33
1131,Bog‘bon mahallasi,33
1132,Oqmachit mahallasi,34
1133,Jeynov mahallasi,34
1134,Oltin boshoq mahallasi,34
1135,Bahoriston mahallasi,34
1136,Madaniyat mahallasi,34
1137,Do‘stlik mahallasi,34
1138,Shodlik mahallasi,34
1139,Yangi hayot mahallasi,34
1140,Yangi Jeynov mahallasi,34
1141,Yangi qishloq mahallasi,34
1142,Gulobod mahallasi,34
1143,Mirobod mahallasi,34
1144,Istiqlol mahallasi,34
1145,Ayzabod mahallasi,34
1146,Yuksalish mahallasi,34
1147,Qurama mahallasi,34
1148,Chandir mahallasi,34
1149,Barxayot mahallasi,34
1150,Navbahor mahallasi,34
1151,Yangi Mirishkor mahallasi,34
1152,Vori mahallasi,34
1153,Baluj mahallasi,34
1154,Guliston mahallasi,34
1155,Avvona mahallasi,34
1156,Shirin mahallasi,34
1157,Yangi ariq mahallasi,34
1158,Zafar mahallasi,34
1159,Yangiobod mahallasi,34
1160,Tinchlik mahallasi,34
1161,Obod mahallasi,34
1162,Obodon mahallasi,34
1163,Mirishkor mahallasi,34
1164,Nurafshon mahallasi,34
1165,Navro‘z mahallasi,34
1166,Baraka mahallasi,34
1167,Pomuq mahallasi,34
1168,Chamanzor mahallasi,34
1169,O‘zbekiston mahallasi,34
1170,Bo‘ston mahallasi,34
1171,Gulshanbog‘ mahallasi,34
1172,Barkamol avlod,35
1173,Sariq,35
1174,Yashnaobod,35
1175,Quruvchilar,35
1176,Do‘stlik,35
1177,O‘zbekiston,35
1178,Ko‘xnashahar,35
1179,Obod-turmish,35
1180,Qoraqum,35
1181,Istiqlol,35
1182,Tong,35
1183,Bo‘ston,35
1184,A.Navoiy,35
1185,Sardoba,35
1186,Geolog,35
1187,Bobur,35
1188,Yoshlik,35
1189,Konchilar,35
1190,Yangiobod,35
1191,Paxtakor,35
1192,Qarliq,35
1193,Muborak,35
1194,A.Temur,35
1195,Xitoy,35
1196,Ma’shal,35
1197,Orzu bo‘stoni,36
1198,Paxtakor,36
1199,Tinchlik,36
1200,Obod,36
1201,Yangiobod,36
1202,Balxiyak,36
1203,Janub mash’ali,36
1204,Yuksalish,36
1205,Ibn Sino,36
1206,Baynalminal,36
1207,Kaptarli,36
1208,Navbaxor,36
1209,Kimyogar,36
1210,Nuriston,36
1211,Ko‘ksoy,36
1212,Shirinobod,36
1213,Paxtazor,36
1214,Abdulla Qodiriy,36
1215,Istiqbol,36
1216,Qirqquloch,36
1217,Nishon,36
1218,Guliston mahallasi,36
1219,Samarqand,36
1220,Nurchi,36
1221,Jalajin,36
1222,Katta anxor,36
1223,Umr bunyodkori,36
1224,Oydin,36
1225,Paxtaobod,36
1226,Gulzor,36
1227,Yoshlar diyori,36
1228,Ok Oltin,36
1229,Ulug‘bek,36
1230,Navro‘z,36
1231,Do‘stlik,36
1232,Obi-hayot,36
1233,Istiqlol,37
1234,Ok oltin,37
1235,Galabek,37
1236,Baraka,37
1237,A.Navoiy,37
1238,Beshbulok,37
1239,Bolsuvor,37
1240,Buranjuz,37
1241,Amir Temur mahallasi,37
1242,Kizilchovra,37
1243,Kuruksoy,37
1244,Chorshanbi,37
1245,Qalqama,37
1246,Gulobod,37
1247,Paxtaobod,37
1248,Nurobod,37
1249,Obod,37
1250,Chimkurgon,37
1251,Uyshun,37
1252,Yangi dam,37
1253,Kishmishtepa,37
1254,Jar,37
1255,Mirzatup,37
1256,Dustlik diyori,37
1257,Kaxramon,37
1258,Obihayot,37
1259,Iftixor,37
1260,Xalqaobod,37
1261,Yangiqishloq mahallasi,37
1262,Yangiobod mahallasi,37
1263,Xumo mahallasi,37
1264,Taragay,37
1265,Olmazor mahallasi,37
1266,Soxil,37
1267,Dursun,37
1268,Chiljivut mahallasi,37
1269,Yashnobod,37
1270,Kirgiz,37
1271,Dodik,37
1272,Zarbdor mahallasi,37
1273,Shakarbuloq mahallasi,37
1274,Kurgontepa,37
1275,Chambil,37
1276,Arabbandi,37
1277,Oktosh,37
1278,Bogishamol,37
1279,Navruz,37
1280,Chirokchi,37
1281,Langar,37
1282,Mustakillik,37
1283,Dam,37
1284,Pakandi,37
1285,Farovon kelajak,37
1286,Kuktosh,37
1287,Yangi Kurilish,37
1288,Choshtepa,37
1289,G‘allachi,37
1290,O‘zbekiston,37
1291,Qo‘sh Anxor,37
1292,Qo‘shqanot,38
1293,Xojimaydon,38
1294,Qo‘rg‘ontepa,38
1295,Loliston,38
1296,Maktobod,38
1297,Qumqishloq,38
1298,Istiqbol,38
1299,Qo‘shchinor,38
1300,Duxchi,38
1301,Kul,38
1302,Qiyomshayx,38
1303,Abziyat,38
1304,Amir Temur,38
1305,Avazmalik,38
1306,Nurafshon,38
1307,Shanbe,38
1308,Hisor,38
1309,Xazara,38
1310,Oqdaryo,38
1311,Obod,38
1312,Tanxoz,38
1313,Xitoy,38
1314,Olmazor,38
1315,Navbaxor,38
1316,Oq oltin,38
1317,Xontepa,38
1318,Yangiobod,38
1319,Tepar,38
1320,Chuqun,38
1321,Ravot,38
1322,Mevazor,38
1323,Shiramon,38
1324,Hisorak,38
1325,Xalqobod,38
1326,Chorshanbe,38
1327,O‘rtaqo‘rg‘on,38
1328,Shakarteri,38
1329,Saroy,38
1330,Chorbog‘,38
1331,Xo‘jaxuroson,38
1332,Sarchashma,38
1333,Miraki,38
1334,Temirchi,38
1335,Uloch,38
1336,Paxtakor,38
1337,Polmon,38
1338,Shamaton,38
1339,Qutchi,38
1340,Sayyod,38
1341,Toshbuloq,38
1342,Yangiqishloq,38
1343,Bog‘ishamol,38
1344,Yangibog‘,38
1345,Achchig‘i,38
1346,G‘elon,38
1347,To‘damaydon,38
1348,Big‘mi,38
1349,Dovud,39
1350,Navoiy,39
1351,Obod,39
1352,Qovchin,39
1353,Qo‘ng‘irot,39
1354,Samarkand,39
1355,Sohibkor,39
1356,Bunyodkor,39
1357,Dustlik,39
1358,Badaxshon,39
1359,Boburtepa,39
1360,Gulshan,39
1361,Balandchayla,39
1362,Ibn Sino,39
1363,Zafar,39
1364,Kamay,39
1365,Azlartepa,39
1366,Berdoli,39
1367,Jonbuzsoy,39
1368,Yortepa,39
1369,Chukurkishlok,39
1370,Bog‘obod,39
1371,Tinchlik,39
1372,Kizilkishlok,39
1373,Uzbekiston,39
1374,Changak,39
1375,Qoratepa,39
1376,Loyqasoy,39
1377,Boybo‘ri,39
1378,Uzun,39
1379,Yuksalish,39
1380,Okguzar,39
1381,Elobod,39
1382,Chim,39
1383,Kukbulok,39
1384,Mayda,39
1385,Oynakul,39
1386,Rabod,39
1387,Olmazor,39
1388,Oqrabot,39
1389,Kiziltepa,39
1390,Kishlik,39
1391,Quyiyangi,39
1392,Istiqbol,39
1393,Mexr,39
1394,Sarbozor,39
1395,Paxtaobod,39
1396,Kaptarxona,39
1397,Urta Dara,39
1398,Jonbuz,39
1399,Katta Ura,39
1400,Qorasuv,39
1401,Qoraqo‘ton mahallasi,39
1402,Nurli yo‘l,39
1403,To‘qboy,39
1404,G‘ishtli,39
1405,O‘lug‘bek,39
1406,Qo‘shkapa,39
1407,Qorabog‘,39
1408,Mang‘it,39
1409,Odoqjonbo‘z,39
1410,Darxon,40
1411,Chuchuquduq,40
1412,Oydinyo‘l,40
1413,Oqirtma,40
1414,Qizilcha,40
1415,Farovon,40
1416,Vatanparvar,40
1417,Guliston,40
1418,Yangi O‘zbekiston,40
1419,Beshbuloq,40
1420,Oybek,40
1421,Tog‘aytemir,40
1422,Do‘stlik,40
1423,Xo‘jamaxmud,40
1424,Duob,40
1425,Q.Baxshi,40
1426,Bozortepa,40
1427,Oqqishloq,40
1428,Gumbuloq,40
1429,Chashmaimiron,40
1430,Yangiobod,40
1431,Kaltaminor,40
1432,Yashnabod,40
1433,Obod,40
1434,Oqmachit,40
1435,Aerodrom,40
1436,Ayridevol,40
1437,Beliboyli,40
1438,Bibiqorasoch,40
1439,Nurli kelajak,40
1440,Qo‘ng‘irot,40
1441,Zavqiy,40
1442,Dehqonobod,40
1443,Istiqlol,40
1444,Nodira,40
1445,Paxtachi,40
1446,Mustaqillik,40
1447,Oqtosh,40
1448,Sarchashma,40
1449,Chilgaz,40
1450,Otqamar,40
1451,Terakli,40
1452,Yangixayot,40
1453,Oqrabot,40
1454,Chambil,40
1455,Zafarobod,40
1456,Boyqo‘rg‘on,40
1457,Boshchorbog‘,40
1458,G‘o‘roti,40
1459,Bo‘ston,40
1460,Beshqo‘ton,40
1461,Torqopchug‘ay,40
1462,O‘zbekiston,40
1463,Qo‘rg‘ontosh,40
1464,Guliston,41
1465,Obod,41
1466,Yoshlik,41
1467,Do‘stlik,41
1468,Paxtakor,41
1469,Ibn Sino,41
1470,Qishliq,41
1471,Tollibuloq,41
1472,Mustaqillik,41
1473,Madaniyat,41
1474,Ulamji,41
1475,Darxon,41
1476,Bunyodkor,41
1477,Uchtepa mahallasi,41
1478,Faravonlik mahallasi,41
1479,Daryo mahallasi,41
1480,Chinobod,41
1481,Navruz mahallasi,41
1482,Kenguzar,41
1483,Chaydari mahallasi,41
1484,Xonaka,41
1485,Jiyda,41
1486,Xiyobon,41
1487,Xo‘jailg‘or,41
1488,Yangixayot,41
1489,Shiroziy,41
1490,Shodlik,41
1491,Esat,41
1492,Yangiobod,41
1493,Yashnabod,41
1494,Eski Yakkabog‘,41
1495,Sandal,41
1496,Oqtosh,41
1497,Turon mahallasi,41
1498,O‘rta mahallasi,41
1499,Sovuqbuloq,41
1500,Istiqlol MFY,41
1501,Istiqbol,41
1502,Ishkent mahallasi,41
1503,Mevazor mahallasi,41
1504,Samoq mahallasi,41
1505,Serob mahallasi,41
1506,Jambul mahallasi,41
1507,Jaychi,41
1508,Nurafshon,41
1509,Alakuylak,41
1510,Tatar,41
1511,Qoratutota mahallasi,41
1512,Qayrog‘och mahallasi,41
1513,Qatag‘on mahallasi,41
1514,O‘zun,41
1515,Ayg‘irko‘l,41
1516,Kattabog‘ mahallasi,41
1517,To‘qboy,41
1518,Cho‘mich,41
1519,Qo‘shchinor,41
1520,Shar-sharbag‘ot,41
1521,Nurli yo‘l,41
1522,Qo‘shtegirmon,41
1523,Besho‘g‘il,41
1524,Uyg‘ur mahallasi,41
1525,G‘ozlik mahallasi,41
1526,Kulollik,42
1527,Yangihayot,42
1528,Ammagon,42
1529,Qorasuv,42
1530,Ziyokor,42
1531,Kunchiqar,42
1532,Qoziguzar,42
1533,Bunyodkor,42
1534,Qo‘shxovuz,42
1535,Ipak Yuli,42
1536,Guliston,42
1537,Oq saroy,42
1538,Qushxona,42
1539,K.Novqat,42
1540,Kesh,42
1541,Kamolot,42
1542,Namaton,42
1543,Namozgox,42
1544,Pillakashlik,42
1545,Zingiron,42
1546,Bo‘ston,42
1547,Navro‘z,42
1548,Zargarlik,42
1549,Uychilik,42
1550,X.Baxshi,42
1551,O‘rda,42
1552,Choshtepa,42
1553,Uymovut,42
1554,Fayzobod,42
1555,Teparlik,42
1556,Turon,42
1557,Yashil diyor,42
1558,Tutzor,42
1559,Xabarlik,42
1560,Sariosiyo,42
1561,Bog‘ibaxor,42
1562,Do‘stlik,42
1563,Sinabog‘,42
1564,Ma’rifat,42
1565,G‘alaba,42
1566,Zum,43
1567,Chuvullok,43
1568,Eski anxor,43
1569,Oltin boshoq,43
1570,Kukdala,43
1571,Naymansaroy,43
1572,Ayritom,43
1573,Baxt,43
1574,Xarduri,43
1575,Paxtalisoy,43
1576,Sho‘rbozor,43
1577,Do‘stlik,43
1578,Davr,43
1579,Kumdaryo,43
1580,Suvlik,43
1581,Manguyurt,43
1582,Uymovut,43
1583,Chiyal,43
1584,Toshli,43
1585,Qo‘chqorbuloq,43
1586,Chorvador,43
1587,Qanotli,43
1588,Guliston,43
1589,Yashiltepa,43
1590,Soy buyi,43
1591,Umakay,43
1592,Xo‘jaobod,43
1593,Annaro‘z,43
1594,Xushali,43
1595,Beglamish,43
1596,Utamayli,43
1597,Taloktepa,43
1598,Oltin dala,43
1599,G‘allakor,43
1600,Torjilg‘a,43
1601,Sho‘rkuduq,43
1602,To‘kmor,43
1603,G‘ayratiy,44
1604,Beg‘ubor,44
1605,Yangibog‘,44
1606,Katta Xasanboy,44
1607,Anorzor,44
1608,Husniobod,44
1609,Qashqar,44
1610,Kulolqo‘rg‘on,44
1611,Xalqabog‘,44
1612,Barhayot,44
1613,Astrobod,44
1614,Nurmakon,44
1615,Akbarobod,44
1616,Turk - Qo‘rg‘on,44
1617,Jomiy,44
1618,Murruvat,44
1619,Bo‘z suv,44
1620,Firdavsiy,44
1621,Minor,44
1622,Shaxriston,44
1623,Usta Shirin,44
1624,Mehnatobod,44
1625,Yunusobod,44
1626,Sevinch,44
1627,Axmad Donish,44
1628,Bobodehqon,44
1629,Adolat,44
1630,Tiklanish,44
1631,Xasanboy,44
1632,Oqtepa,44
1633,Buyuk Turon,44
1634,Posira,44
1635,Islomobod,44
1636,Registon,44
1637,Iftixor,44
1638,Yunus ota,44
1639,Xiyobon tepa,44
1640,Shayx Shibli,44
1641,Turkiston,44
1642,Yangiariq,44
1643,Bodomzor,44
1644,Matonat,44
1645,Qadrdon,44
1646,Uvaysiy,44
1647,Otchopar-1,44
1648,Otchopar-2,44
1649,Qo‘shchinor,44
1650,Bog‘i eram,44
1651,Shosh-tepa,44
1652,Bog‘i bo‘ston,44
1653,O‘zbekiston Mustaqqilligi,44
1654,Yurtobod,44
1655,Sobirobod,44
1656,Axilobod,44
1657,Billur,44
1658,Sharq xaqiqati,44
1659,Obod,44
1660,Xamkorobod,44
1661,Mirzo Ulug‘bek,44
1662,Mingchinor,44
1663,Bog‘ishamol,44
1664,Yangitarnov,44
1665,Uch-Qaxramon,44
1666,Yo‘layriq,44
1667,Temiryo‘lchilar,45
1668,Navro‘z mahallasi,45
1669,Movarounnaxr mahallasi,45
1670,Sariko‘l mahallasi,45
1671,Tong Yulduzi mahallasi,45
1672,Ziyonur,45
1673,Abdurauf Fitrat,45
1674,Istiqlolobod mahallasi,45
1675,Bayot mahallasi,45
1676,Birodarlik mahallasi,45
1677,Zaminobod mahallasi,45
1678,A.Avloniy mahallasi,45
1679,Baynalminal mahallasi,45
1680,Afrosiyob mahallasi,45
1681,Banakotiy mahallasi,45
1682,Fayziobod mahallasi,45
1683,Barat xo‘ja mahallasi,45
1684,At-Termiziy mahallasi,45
1685,Yangi Mirobod mahallasi,45
1686,Mirobod mahallasi,45
1687,Oq uy mahallasi,45
1688,Oybek mahallasi,45
1689,Farovon mahallasi,45
1690,Tolariq mahallasi,45
1691,Qorasuv mahallasi,45
1692,Yangizamon mahallasi,45
1693,Oltinko‘l mahallasi,45
1694,Qo‘yliq Ota mahallasi,45
1695,Salar mahallasi,45
1696,Chinor mahallasi,45
1697,Inoqobod mahallasi,45
1698,Sharof Rashidov mahallasi,45
1699,Furkat mahallasi,45
1700,Lolazor mahallasi,45
1701,Ming o‘rik mahallasi,45
1702,Parvona mahallasi,45
1703,Yuksalish mahallasi,45
1704,Bilimdon mahallasi,45
1705,Yangi Qo‘yliq mahallasi,45
1706,Bog‘saroy mahallasi,46
1707,Armug‘on mahallasi,46
1708,To‘qimachi mahallasi,46
1709,Belariq mahallasi,46
1710,Bobur mahallasi,46
1711,Konstitutsiya mahallasi,46
1712,Boshliq mahallasi,46
1713,A.Qahhor mahallasi,46
1714,Qushbegi mahallasi,46
1715,Meros mahallasi,46
1716,Rakatboshi mahallasi,46
1717,Tepa mahallasi,46
1718,Yu.Rajabiy mahallasi,46
1719,Shoxjahon mahallasi,46
1720,X.Sulaymonov mahallasi,46
1721,Yakkasaroy mahallasi,46
1722,Muqimiy mahallasi,46
1723,Damariq mahallasi,46
1724,Dilbuloq mahallasi,46
1725,Muxandislar mahallasi,46
1726,Rakat mahallasi,46
1727,Xofiz Ko‘xakiy,47
1728,Oltinsoy,47
1729,Gulsaroy,47
1730,Ibroxim ota,47
1731,Islom ota,47
1732,Zamondosh,47
1733,Zarxal,47
1734,Yangi Sebzor,47
1735,Allon,47
1736,Ziyo,47
1737,Ziyokor,47
1738,Chig‘atoy Darboza,47
1739,G‘ani A’zamov,47
1740,Elparvar,47
1741,Tabassum,47
1742,Bo‘stonobod,47
1743,Kaykovus,47
1744,Chinniobod,47
1745,Chig‘atoy oqtepa,47
1746,Olimpiya,47
1747,Umid,47
1748,Shifokorlar,47
1749,Paxta,47
1750,G‘alaba,47
1751,Tepaguzar,47
1752,Shodiyona,47
1753,Yuqori Beshqo‘rg‘on,47
1754,Chamanbog‘,47
1755,Yangi Toshkent,47
1756,Shon-Shuxrat,47
1757,Guruchariq,47
1758,Miskin,47
1759,Chilto‘g‘on,47
1760,Taraqqiyot,47
1761,Chuqursoy,47
1762,Qichqiriq,47
1763,Gulzor,47
1764,Qorasaroy,47
1765,Guzarboshi,47
1766,Xonchorbog‘,47
1767,Hazrati Imom,47
1768,Sebzor,47
1769,Xastimom,47
1770,Mirza G‘olib,47
1771,Qo‘shtut,47
1772,Beruniy,47
1773,Jiydali,47
1774,Nihol,47
1775,Orzu,47
1776,Xislat,47
1777,Chimboy,47
1778,Namuna,47
1779,Ahil,47
1780,Yuqori Sebzor,47
1781,Quyosh,47
1782,Yoshlik,47
1783,Istiqbol,47
1784,Moyariq,47
1785,Abu Bakr Shoshiy,47
1786,Universitet,47
1787,Mustaqil yurt,47
1788,Eski shahar,47
1789,Chustiy,47
1790,Achaobod,47
1791,G‘.A’zamov mahallasi,47
1792,Gulbog‘,48
1793,Sohil,48
1794,Zabardast,48
1795,Nurliyul,48
1796,Zilola,48
1797,Nurafshon,48
1798,Chashma mahallasi,48
1799,Namuna mahallasi,48
1800,Rohat,48
1801,Bektemir,48
1802,Oltintopgan,48
1803,Abay mahallasi,48
1804,Majnuntol,48
1805,Iykota,48
1806,Iqbol mahallasi,48
1807,Mirishkor,48
1808,Xusayn Boyqaro,48
1809,Yangi Nurafshon mahallasi,48
1810,Navro‘zobod,49
1811,Boyqo‘rg‘on,49
1812,Do‘stobod,49
1813,Qo‘yliqobod,49
1814,Bog‘bon,49
1815,Uchchinor,49
1816,Tuzel,49
1817,Qalqon,49
1818,Qadriyat,49
1819,Yosh avlod,49
1820,Hilol,49
1821,Mohirlar,49
1822,Arg‘in,49
1823,Vatandosh,49
1824,Boysun,49
1825,Aviasozlar,49
1826,Asalobod,49
1827,Behizor,49
1828,Donishmand,49
1829,Axmad Yassaviy,49
1830,Alimkent,49
1831,Barkamol,49
1832,Go‘zal,49
1833,Dilbog‘,49
1834,Bunyodkor,49
1835,Amir Temur,49
1836,Birlashgan,49
1837,Besh bola,49
1838,Beshariq,49
1839,Istiqlol,49
1840,Fazogir,49
1841,Katta Yangiobod,49
1842,Mohinur,49
1843,Xosiyatli,49
1844,Mashinasozlar,49
1845,Parvoz,49
1846,Fidoyilar,49
1847,Yashnobod,49
1848,Shoxsanam,49
1849,Mumtoz,49
1850,Yangi Davr,49
1851,Shirinobod,49
1852,Al-Buxoriy,49
1853,Jo‘rabek,49
1854,Jarqo‘rg‘on,49
1855,O‘qchi Olmazor,49
1856,Ma’rifat,49
1857,Tashisti,49
1858,Maxmur,49
1859,Tong,49
1860,Muxtor Ashrafiy,49
1861,Yanginur,49
1862,Olmos,49
1863,Uysozlar,49
1864,Shohimardon,49
1865,Tovkentepa,49
1866,Tarnov boshi,49
1867,Iltifot,49
1868,To‘y tepa,49
1869,O‘rta Masjid,49
1870,Cho‘lpon,49
1871,Semurg‘,49
1872,Oydinko‘l,49
1873,Yangiqo‘rg‘on,49
1874,Katta Qo‘yliq,49
1875,Nodira,49
1876,Jarboshi,49
1877,Katta Chilonzor-1,50
1878,Bahoriston,50
1879,Beshqo‘rg‘on,50
1880,Al-Xorazmiy,50
1881,Beshyog‘och,50
1882,Bekto‘pi,50
1883,Bo‘rijar,50
1884,Diyor,50
1885,Beshchinor,50
1886,Zarqo‘rg‘on,50
1887,Gavhar,50
1888,Botirma,50
1889,Dilobod,50
1890,Cho‘pon-ota,50
1891,Katta Do‘mbirobod,50
1892,Bog‘zor,50
1893,Guliston,50
1894,Nafosat,50
1895,Mevazor,50
1896,Tirsakobod,50
1897,Novza,50
1898,Ko‘tarma,50
1899,Yakkatut,50
1900,Kichik Xirmontepa,50
1901,Sharq tongi,50
1902,Sharq,50
1903,Fidokor,50
1904,Mexrjon,50
1905,Xayrobod,50
1906,Chilonzor,50
1907,Sharaf,50
1908,Xalqlar Do‘stligi,50
1909,Yakkabog‘,50
1910,Katta Chilonzor-3,50
1911,Katta Xirmontepa,50
1912,Shuxrat,50
1913,Navbahor,50
1914,Oq-tepa,50
1915,Ko‘rkam,50
1916,Xirmontepa,50
1917,Xonto‘pi,50
1918,Katta Olmazor,50
1919,Qozirobod,50
1920,Katta Qozirobod,50
1921,Naqqoshlik,50
1922,Qatortol,50
1923,Lutfiy,50
1924,Katta Navbahor,50
1925,Katta Chilonzor-2,50
1926,Do‘mbirobod,50
1927,2-Qatortol,50
1928,2-Charx Kamolon,50
1929,3-Charx Kamolon,50
1930,1-Qatortol,50
1931,1-Charx Kamolon,50
1932,Tepaqo‘rg‘on,51
1933,Katta Cho‘ponota,51
1934,Katta Qa’ni,51
1935,Qor Yog‘di,51
1936,Alixonto‘ra Sog‘uniy,51
1937,Beshqayrag‘och,51
1938,Ko‘ksaroy,51
1939,Ko‘rkamobod,51
1940,Shaftolizor,51
1941,Nayman,51
1942,Davlatobod,51
1943,Istirohat,51
1944,Zargarlik,51
1945,Shirin,51
1946,Foziltepa,51
1947,Guzar,51
1948,Ko‘kcha Oqtepa,51
1949,O‘tkir,51
1950,Yangiyo‘l,51
1951,Degrez,51
1952,Taqachi,51
1953,Oqmachit,51
1954,Diydor,51
1955,Zarafshon,51
1956,Nurobod,51
1957,Xondamir,51
1958,Yusuf Sakkokiy,51
1959,Vatanparvar,51
1960,Xurshid,51
1961,Uchtepa,51
1962,Xuroson,51
1963,Birlik,51
1964,Chamanzor,51
1965,Qoziguzar,51
1966,Tinchlikobod,51
1967,Jurjoniy,51
1968,Quyi Darxon,51
1969,Farhod,51
1970,Hayratiy,51
1971,Hojiobod,51
1972,Zulfizar,51
1973,Bekobod,51
1974,Nishab ariq,51
1975,Latifguzar,51
1976,Jarbuloq,51
1977,Ibrat,51
1978,Paxtakor,51
1979,Vatan,51
1980,Shofayzibog‘,51
1981,Bog‘obod,51
1982,Bog‘iston,51
1983,Hamdo‘st,51
1984,O‘rikzor,51
1985,Ko‘xna Cho‘pon ota,51
1986,Bog‘ichinor,51
1987,Sharq Guli,51
1988,Qo‘rg‘ontepa,51
1989,Sharq Yulduzi,51
1990,Abdulla Qodiriy,51
1991,Diyorobod,51
1992,Ijodkor,52
1993,Katta Yalong‘och ota,52
1994,Bog‘imaydon,52
1995,Buyuk ipak yo‘li,52
1996,Yalong‘och,52
1997,Sho‘rtepa,52
1998,Uyg‘onish,52
1999,Xumoyun,52
2000,Geologlar,52
2001,Iqtidor,52
2002,Temuriylar,52
2003,Jasorat,52
2004,Zakovat,52
2005,Ko‘hna Mevazor,52
2006,Barkamol,52
2007,Gulzorobod,52
2008,Sarbon,52
2009,Alisherobod,52
2010,Bahor,52
2011,Azamat,52
2012,Alpomish,52
2013,Avayxon,52
2014,Alisher Navoiy,52
2015,Bo‘z,52
2016,Ulug‘bek,52
2017,Nur,52
2018,Darxon,52
2019,Yangi Kamolot,52
2020,Yangi Avayxon,52
2021,Katta Oltintepa,52
2022,Olimlar,52
2023,Katta Qorasuv,52
2024,Xamid Olimjon,52
2025,Sultoniya,52
2026,Pastkiyuz,52
2027,Lashkarbegi,52
2028,Oqibat,52
2029,Elobod,52
2030,Navnihol,52
2031,Kamolot,52
2032,Minglola,52
2033,Feruza,52
2034,Shaxriobod,52
2035,Shalola,52
2036,Sayram,52
2037,Oqqo‘rg‘on,52
2038,Mirzakalon Ismoiliy,52
2039,Shaxrisabz,52
2040,Mustaqillik,52
2041,Axillik,52
2042,Al Farobiy,52
2043,Geofizika,52
2044,Beshkapa,52
2045,Yangi Olmachi ,52
2046,Shukur Burxonov,52
2047,Chingeldi,52
2048,Yuzrabot,52
2049,Chimyon,52
2050,Gulsanam,52
2051,Asaka,52
2052,Oliy himmat,52
2053,Podshobog‘,52
2054,Traktorsozlar,52
2055,Munavvarqori,52
2056,Xabib Abdullayev,52
2057,Nodirabegim,52
2058,Olmachi,52
2059,Turon,52
2060,Oydin ,52
2061,Oltintepa,52
2062,Axmad Yugnakiy,52
2063,Qut-baraka,53
